Gender,Number of Records,Occurences,State,Top Name,Year
Male,1,206,HI,Robert,1943
Male,1,200,HI,Robert,1944
Male,1,195,HI,Robert,1945
Male,1,196,HI,Robert,1946
Male,1,215,HI,Robert,1947
Male,1,225,HI,Michael,1948
Male,1,250,HI,Michael,1949
Male,1,219,HI,Michael,1950
Male,1,241,HI,Michael,1951
Male,1,236,HI,Michael,1952
Male,1,284,HI,Michael,1953
Male,1,290,HI,Michael,1954
Male,1,309,HI,Michael,1955
Male,1,304,HI,Michael,1956
Male,1,325,HI,Michael,1957
Male,1,308,HI,Michael,1958
Male,1,260,HI,Michael,1959
Male,1,245,HI,Michael,1960
Male,1,283,HI,Michael,1961
Male,1,288,HI,Michael,1962
Male,1,269,HI,Michael,1963
Male,1,307,HI,Michael,1964
Male,1,243,HI,Michael,1965
Male,1,234,HI,Michael,1966
Male,1,254,HI,Michael,1967
Male,1,252,HI,Michael,1968
Male,1,253,HI,Michael,1969
Male,1,267,HI,Michael,1970
Male,1,236,HI,Michael,1971
Male,1,236,HI,Michael,1972
Male,1,216,HI,Michael,1973
Male,1,232,HI,Michael,1974
Male,1,234,HI,Michael,1975
Male,1,230,HI,Michael,1976
Male,1,207,HI,Michael,1977
Male,1,204,HI,Jason,1978
Male,1,233,HI,Michael,1979
Male,1,226,HI,Michael,1980
Male,1,212,HI,Michael,1981
Male,1,263,HI,Christopher,1982
Male,1,267,HI,Christopher,1983
Male,1,242,HI,Christopher,1984
Male,1,239,HI,Christopher,1985
Male,1,246,HI,Michael,1986
Male,1,232,HI,Christopher,1987
Male,1,199,HI,Michael,1988
Male,1,221,HI,Joshua,1989
Male,1,212,HI,Joshua,1990
Male,1,194,HI,Joshua,1991
Male,1,182,HI,Joshua,1992
Male,1,179,HI,Joshua,1993
Male,1,155,HI,Joshua,1994
Male,1,145,HI,Joshua,1995
Male,1,152,HI,Joshua,1996
Male,1,161,HI,Joshua,1997
Male,1,135,HI,Joshua,1998
Male,1,126,HI,Joshua,1999
Male,1,131,HI,Joshua,2000
Male,1,108,HI,Joshua,2001
Male,1,124,HI,Joshua,2002
Male,1,104,HI,Joshua,2003
Male,1,113,HI,Joshua,2004
Male,1,95,HI,Joshua,2005
Male,1,96,HI,Noah,2006
Male,1,100,HI,Noah,2007
Male,1,87,HI,Ethan,2008
Male,1,86,HI,Ethan,2009
Male,1,88,HI,Noah,2010
Male,1,90,HI,Noah,2011
Male,1,85,HI,Ethan,2012
Female,1,249,IA,Helen,1910
Female,1,281,IA,Helen,1911
Female,1,402,IA,Mary,1912
Female,1,480,IA,Mary,1913
Female,1,624,IA,Mary,1914
Female,1,867,IA,Mary,1915
Female,1,982,IA,Mary,1916
Female,1,1077,IA,Mary,1917
Female,1,1070,IA,Mary,1918
Female,1,1075,IA,Mary,1919
Female,1,1214,IA,Mary,1920
Female,1,1215,IA,Mary,1921
Female,1,1144,IA,Mary,1922
Female,1,1204,IA,Mary,1923
Female,1,1158,IA,Mary,1924
Female,1,1123,IA,Mary,1925
Female,1,1054,IA,Betty,1926
Female,1,1170,IA,Mary,1927
Female,1,1101,IA,Mary,1928
Female,1,1024,IA,Mary,1929
Female,1,1140,IA,Mary,1930
Female,1,1118,IA,Mary,1931
Female,1,1077,IA,Mary,1932
Female,1,1059,IA,Mary,1933
Female,1,1091,IA,Mary,1934
Female,1,1098,IA,Shirley,1935
Female,1,1072,IA,Mary,1936
Female,1,1100,IA,Mary,1937
Female,1,1087,IA,Mary,1938
Female,1,1028,IA,Mary,1939
Female,1,1098,IA,Mary,1940
Female,1,1091,IA,Mary,1941
Female,1,1192,IA,Mary,1942
Female,1,1242,IA,Mary,1943
Female,1,1173,IA,Mary,1944
Female,1,1079,IA,Mary,1945
Female,1,1296,IA,Mary,1946
Female,1,2365,IA,Linda,1947
Female,1,2146,IA,Linda,1948
Female,1,1854,IA,Linda,1949
Female,1,1476,IA,Linda,1950
Female,1,1362,IA,Mary,1951
Female,1,1222,IA,Mary,1952
Female,1,1215,IA,Mary,1953
Female,1,1275,IA,Mary,1954
Female,1,1238,IA,Debra,1955
Female,1,1170,IA,Debra,1956
Female,1,966,IA,Mary,1957
Female,1,831,IA,Mary,1958
Female,1,832,IA,Mary,1959
Female,1,789,IA,Mary,1960
Female,1,786,IA,Lori,1961
Female,1,800,IA,Lisa,1962
Female,1,858,IA,Lisa,1963
Female,1,806,IA,Lisa,1964
Female,1,879,IA,Lisa,1965
Female,1,810,IA,Lisa,1966
Female,1,743,IA,Lisa,1967
Female,1,708,IA,Lisa,1968
Female,1,609,IA,Michelle,1969
Female,1,770,IA,Jennifer,1970
Female,1,929,IA,Jennifer,1971
Female,1,1066,IA,Jennifer,1972
Female,1,1046,IA,Jennifer,1973
Female,1,1052,IA,Jennifer,1974
Female,1,1002,IA,Jennifer,1975
Female,1,995,IA,Jennifer,1976
Female,1,938,IA,Jennifer,1977
Female,1,937,IA,Jennifer,1978
Female,1,947,IA,Jennifer,1979
Female,1,880,IA,Jennifer,1980
Female,1,812,IA,Jennifer,1981
Female,1,775,IA,Jennifer,1982
Female,1,713,IA,Jennifer,1983
Female,1,708,IA,Ashley,1984
Female,1,692,IA,Ashley,1985
Female,1,655,IA,Ashley,1986
Female,1,732,IA,Ashley,1987
Female,1,603,IA,Ashley,1988
Female,1,551,IA,Ashley,1989
Female,1,573,IA,Ashley,1990
Female,1,500,IA,Ashley,1991
Female,1,407,IA,Ashley,1992
Female,1,355,IA,Ashley,1993
Female,1,372,IA,Emily,1994
Female,1,332,IA,Emily,1995
Female,1,375,IA,Emily,1996
Female,1,298,IA,Emily,1997
Female,1,318,IA,Emily,1998
Female,1,329,IA,Emily,1999
Female,1,296,IA,Madison,2000
Female,1,329,IA,Madison,2001
Female,1,319,IA,Emma,2002
Female,1,384,IA,Emma,2003
Female,1,355,IA,Emma,2004
Female,1,316,IA,Emma,2005
Female,1,316,IA,Emma,2006
Female,1,282,IA,Ava,2007
Female,1,250,IA,Emma,2008
Female,1,215,IA,Ava,2009
Female,1,208,IA,Ava,2010
Female,1,202,IA,Emma,2011
Female,1,243,IA,Emma,2012
Male,1,124,IA,John,1910
Male,1,120,IA,John,1911
Male,1,342,IA,John,1912
Male,1,461,IA,John,1913
Male,1,592,IA,John,1914
Male,1,812,IA,John,1915
Male,1,861,IA,Robert,1916
Male,1,961,IA,Robert,1917
Male,1,1070,IA,Robert,1918
Male,1,1132,IA,Robert,1919
Male,1,1388,IA,Robert,1920
Male,1,1593,IA,Robert,1921
Male,1,1644,IA,Robert,1922
Male,1,1582,IA,Robert,1923
Male,1,1667,IA,Robert,1924
Male,1,1599,IA,Robert,1925
Male,1,1575,IA,Robert,1926
Male,1,1491,IA,Robert,1927
Male,1,1407,IA,Robert,1928
Male,1,1406,IA,Robert,1929
Male,1,1384,IA,Robert,1930
Male,1,1349,IA,Robert,1931
Male,1,1274,IA,Robert,1932
Male,1,1148,IA,Robert,1933
Male,1,1082,IA,Robert,1934
Male,1,1109,IA,Robert,1935
Male,1,1183,IA,Robert,1936
Male,1,1164,IA,Robert,1937
Male,1,1127,IA,Robert,1938
Male,1,1115,IA,Robert,1939
Male,1,1095,IA,Robert,1940
Male,1,1096,IA,Robert,1941
Male,1,1146,IA,Robert,1942
Male,1,1156,IA,Robert,1943
Male,1,1104,IA,Robert,1944
Male,1,995,IA,James,1945
Male,1,1351,IA,James,1946
Male,1,1429,IA,James,1947
Male,1,1296,IA,James,1948
Male,1,1336,IA,James,1949
Male,1,1412,IA,David,1950
Male,1,1515,IA,Michael,1951
Male,1,1443,IA,Michael,1952
Male,1,1442,IA,David,1953
Male,1,1528,IA,David,1954
Male,1,1597,IA,David,1955
Male,1,1492,IA,David,1956
Male,1,1468,IA,David,1957
Male,1,1392,IA,David,1958
Male,1,1427,IA,David,1959
Male,1,1440,IA,David,1960
Male,1,1426,IA,David,1961
Male,1,1292,IA,David,1962
Male,1,1298,IA,David,1963
Male,1,1173,IA,David,1964
Male,1,1126,IA,Michael,1965
Male,1,1106,IA,Michael,1966
Male,1,1203,IA,Michael,1967
Male,1,1113,IA,Michael,1968
Male,1,1136,IA,Michael,1969
Male,1,1088,IA,Michael,1970
Male,1,919,IA,Michael,1971
Male,1,849,IA,Jason,1972
Male,1,972,IA,Jason,1973
Male,1,1019,IA,Jason,1974
Male,1,930,IA,Jason,1975
Male,1,920,IA,Jason,1976
Male,1,914,IA,Jason,1977
Male,1,814,IA,Jason,1978
Male,1,829,IA,Matthew,1979
Male,1,828,IA,Joshua,1980
Male,1,823,IA,Matthew,1981
Male,1,858,IA,Matthew,1982
Male,1,823,IA,Matthew,1983
Male,1,738,IA,Matthew,1984
Male,1,690,IA,Matthew,1985
Male,1,612,IA,Matthew,1986
Male,1,588,IA,Michael,1987
Male,1,574,IA,Matthew,1988
Male,1,555,IA,Michael,1989
Male,1,524,IA,Jacob,1990
Male,1,525,IA,Jacob,1991
Male,1,517,IA,Jacob,1992
Male,1,549,IA,Jacob,1993
Male,1,525,IA,Jacob,1994
Male,1,541,IA,Jacob,1995
Male,1,553,IA,Jacob,1996
Male,1,513,IA,Jacob,1997
Male,1,507,IA,Jacob,1998
Male,1,480,IA,Jacob,1999
Male,1,482,IA,Jacob,2000
Male,1,433,IA,Jacob,2001
Male,1,377,IA,Jacob,2002
Male,1,333,IA,Jacob,2003
Male,1,297,IA,Jacob,2004
Male,1,286,IA,Ethan,2005
Male,1,253,IA,Ethan,2006
Male,1,261,IA,Ethan,2007
Male,1,237,IA,Ethan,2008
Male,1,207,IA,Jacob,2009
Male,1,182,IA,Mason,2010
Male,1,195,IA,Carter,2011
Male,1,198,IA,Liam,2012
Female,1,53,ID,Mary,1910
Female,1,50,ID,Mary,1911
Female,1,77,ID,Mary,1912
Female,1,91,ID,Mary,1913
Female,1,93,ID,Mary,1914
Female,1,149,ID,Mary,1915
Female,1,171,ID,Mary,1916
Female,1,199,ID,Mary,1917
Female,1,214,ID,Mary,1918
Female,1,185,ID,Mary,1919
Female,1,209,ID,Mary,1920
Female,1,207,ID,Mary,1921
Female,1,223,ID,Mary,1922
Female,1,195,ID,Mary,1923
Female,1,180,ID,Mary,1924
Female,1,219,ID,Betty,1925
Female,1,175,ID,Betty,1926
Female,1,209,ID,Betty,1927
Female,1,174,ID,Betty,1928
Female,1,171,ID,Betty,1929
Female,1,200,ID,Betty,1930
Female,1,159,ID,Mary,1931
Female,1,145,ID,Mary,1932
Female,1,135,ID,Mary,1933
Female,1,152,ID,Shirley,1934
Female,1,209,ID,Shirley,1935
Female,1,159,ID,Shirley,1936
Female,1,158,ID,Mary,1937
Female,1,156,ID,Mary,1938
Female,1,158,ID,Sharon,1939
Female,1,211,ID,Sharon,1940
Female,1,171,ID,Sharon,1941
Female,1,206,ID,Sharon,1942
Female,1,236,ID,Linda,1943
Female,1,265,ID,Linda,1944
Female,1,217,ID,Linda,1945
Female,1,283,ID,Linda,1946
Female,1,530,ID,Linda,1947
Female,1,429,ID,Linda,1948
Female,1,415,ID,Linda,1949
Female,1,348,ID,Linda,1950
Female,1,270,ID,Linda,1951
Female,1,247,ID,Linda,1952
Female,1,224,ID,Debra,1953
Female,1,251,ID,Debra,1954
Female,1,296,ID,Debra,1955
Female,1,231,ID,Debra,1956
Female,1,200,ID,Debra,1957
Female,1,157,ID,Julie,1958
Female,1,141,ID,Susan,1959
Female,1,153,ID,Lori,1960
Female,1,137,ID,Lisa,1961
Female,1,148,ID,Lori,1962
Female,1,184,ID,Lisa,1963
Female,1,160,ID,Lisa,1964
Female,1,172,ID,Lisa,1965
Female,1,187,ID,Lisa,1966
Female,1,170,ID,Lisa,1967
Female,1,154,ID,Michelle,1968
Female,1,152,ID,Lisa,1969
Female,1,141,ID,Jennifer,1970
Female,1,186,ID,Jennifer,1971
Female,1,279,ID,Jennifer,1972
Female,1,306,ID,Jennifer,1973
Female,1,302,ID,Jennifer,1974
Female,1,296,ID,Jennifer,1975
Female,1,328,ID,Jennifer,1976
Female,1,296,ID,Jennifer,1977
Female,1,333,ID,Jennifer,1978
Female,1,293,ID,Jennifer,1979
Female,1,292,ID,Jennifer,1980
Female,1,281,ID,Jennifer,1981
Female,1,269,ID,Jennifer,1982
Female,1,219,ID,Jennifer,1983
Female,1,262,ID,Jennifer,1984
Female,1,236,ID,Jessica,1985
Female,1,220,ID,Jessica,1986
Female,1,218,ID,Jessica,1987
Female,1,238,ID,Jessica,1988
Female,1,208,ID,Jessica,1989
Female,1,186,ID,Jessica,1990
Female,1,207,ID,Jessica,1991
Female,1,174,ID,Jessica,1992
Female,1,186,ID,Jessica,1993
Female,1,165,ID,Jessica,1994
Female,1,142,ID,Jessica,1995
Female,1,127,ID,Emily,1996
Female,1,131,ID,Emily,1997
Female,1,131,ID,Madison,1998
Female,1,122,ID,Emily,1999
Female,1,133,ID,Hannah,2000
Female,1,143,ID,Madison,2001
Female,1,130,ID,Madison,2002
Female,1,149,ID,Emma,2003
Female,1,140,ID,Emma,2004
Female,1,133,ID,Emma,2005
Female,1,151,ID,Emma,2006
Female,1,138,ID,Emma,2007
Female,1,131,ID,Olivia,2008
Female,1,120,ID,Olivia,2009
Female,1,122,ID,Olivia,2010
Female,1,116,ID,Emma,2011
Female,1,116,ID,Olivia,2012
Male,1,34,ID,John,1910
Male,1,38,ID,William,1911
Male,1,71,ID,John,1912
Male,1,93,ID,John,1913
Male,1,118,ID,John,1914
Male,1,156,ID,John,1915
Male,1,163,ID,John,1916
Male,1,178,ID,Robert,1917
Male,1,214,ID,Robert,1918
Male,1,196,ID,Robert,1919
Male,1,231,ID,Robert,1920
Male,1,254,ID,Robert,1921
Male,1,232,ID,Robert,1922
Male,1,235,ID,Robert,1923
Male,1,242,ID,Robert,1924
Male,1,221,ID,Robert,1925
Male,1,255,ID,Robert,1926
Male,1,198,ID,Robert,1927
Male,1,199,ID,Robert,1928
Male,1,216,ID,Robert,1929
Male,1,202,ID,Robert,1930
Male,1,237,ID,Robert,1931
Male,1,206,ID,Robert,1932
Male,1,188,ID,Robert,1933
Male,1,191,ID,Robert,1934
Male,1,177,ID,Robert,1935
Male,1,202,ID,Robert,1936
Male,1,211,ID,Robert,1937
Male,1,253,ID,Robert,1938
Male,1,244,ID,Robert,1939
Male,1,241,ID,Robert,1940
Male,1,237,ID,Robert,1941
Male,1,230,ID,James,1942
Male,1,283,ID,Robert,1943
Male,1,228,ID,John,1944
Male,1,206,ID,Robert,1945
Male,1,248,ID,Robert,1946
Male,1,272,ID,Robert,1947
Male,1,306,ID,Robert,1948
Male,1,292,ID,Robert,1949
Male,1,291,ID,Robert,1950
Male,1,314,ID,Michael,1951
Male,1,329,ID,Michael,1952
Male,1,346,ID,Michael,1953
Male,1,347,ID,Michael,1954
Male,1,346,ID,Michael,1955
Male,1,282,ID,David,1956
Male,1,295,ID,Michael,1957
Male,1,303,ID,Michael,1958
Male,1,304,ID,David,1959
Male,1,284,ID,David,1960
Male,1,291,ID,David,1961
Male,1,271,ID,David,1962
Male,1,237,ID,Michael,1963
Male,1,252,ID,David,1964
Male,1,227,ID,Michael,1965
Male,1,217,ID,Michael,1966
Male,1,234,ID,Michael,1967
Male,1,228,ID,Michael,1968
Male,1,248,ID,Michael,1969
Male,1,264,ID,Michael,1970
Male,1,247,ID,Michael,1971
Male,1,250,ID,Jason,1972
Male,1,268,ID,Jason,1973
Male,1,287,ID,Jason,1974
Male,1,276,ID,Jason,1975
Male,1,266,ID,Michael,1976
Male,1,275,ID,Michael,1977
Male,1,294,ID,Michael,1978
Male,1,280,ID,Michael,1979
Male,1,293,ID,Michael,1980
Male,1,290,ID,Joshua,1981
Male,1,272,ID,Joshua,1982
Male,1,293,ID,Michael,1983
Male,1,250,ID,Michael,1984
Male,1,229,ID,Michael,1985
Male,1,244,ID,Michael,1986
Male,1,206,ID,Michael,1987
Male,1,215,ID,Michael,1988
Male,1,183,ID,Joshua,1989
Male,1,204,ID,Michael,1990
Male,1,204,ID,Michael,1991
Male,1,214,ID,Jacob,1992
Male,1,189,ID,Jacob,1993
Male,1,190,ID,Tyler,1994
Male,1,185,ID,Jacob,1995
Male,1,191,ID,Jacob,1996
Male,1,198,ID,Jacob,1997
Male,1,188,ID,Jacob,1998
Male,1,182,ID,Jacob,1999
Male,1,163,ID,Jacob,2000
Male,1,180,ID,Jacob,2001
Male,1,148,ID,Jacob,2002
Male,1,159,ID,Ethan,2003
Male,1,162,ID,Ethan,2004
Male,1,134,ID,Ethan,2005
Male,1,121,ID,Ethan,2006
Male,1,134,ID,Jacob,2007
Male,1,133,ID,Ethan,2008
Male,1,112,ID,Logan,2009
Male,1,114,ID,Samuel,2010
Male,1,120,ID,Mason,2011
Male,1,130,ID,Liam,2012
Female,1,1076,IL,Mary,1910
Female,1,1207,IL,Mary,1911
Female,1,1594,IL,Mary,1912
Female,1,1955,IL,Mary,1913
Female,1,2332,IL,Mary,1914
Female,1,3044,IL,Mary,1915
Female,1,3287,IL,Mary,1916
Female,1,3474,IL,Mary,1917
Female,1,3381,IL,Mary,1918
Female,1,3395,IL,Mary,1919
Female,1,3471,IL,Mary,1920
Female,1,3675,IL,Mary,1921
Female,1,3519,IL,Mary,1922
Female,1,3606,IL,Mary,1923
Female,1,3552,IL,Mary,1924
Female,1,3501,IL,Mary,1925
Female,1,3335,IL,Mary,1926
Female,1,3573,IL,Mary,1927
Female,1,3416,IL,Mary,1928
Female,1,3272,IL,Mary,1929
Female,1,3444,IL,Mary,1930
Female,1,3118,IL,Mary,1931
Female,1,2905,IL,Mary,1932
Female,1,2753,IL,Mary,1933
Female,1,2670,IL,Mary,1934
Female,1,2569,IL,Mary,1935
Female,1,2680,IL,Mary,1936
Female,1,2772,IL,Mary,1937
Female,1,2733,IL,Mary,1938
Female,1,2634,IL,Mary,1939
Female,1,2770,IL,Mary,1940
Female,1,2797,IL,Mary,1941
Female,1,3205,IL,Mary,1942
Female,1,3352,IL,Mary,1943
Female,1,3110,IL,Mary,1944
Female,1,2931,IL,Mary,1945
Female,1,3491,IL,Mary,1946
Female,1,5288,IL,Linda,1947
Female,1,5166,IL,Linda,1948
Female,1,4993,IL,Linda,1949
Female,1,4386,IL,Linda,1950
Female,1,4085,IL,Linda,1951
Female,1,3874,IL,Mary,1952
Female,1,3805,IL,Mary,1953
Female,1,4341,IL,Mary,1954
Female,1,4100,IL,Mary,1955
Female,1,4008,IL,Mary,1956
Female,1,3991,IL,Mary,1957
Female,1,3660,IL,Mary,1958
Female,1,3701,IL,Mary,1959
Female,1,3572,IL,Mary,1960
Female,1,3157,IL,Mary,1961
Female,1,2779,IL,Mary,1962
Female,1,2825,IL,Lisa,1963
Female,1,2733,IL,Lisa,1964
Female,1,3070,IL,Lisa,1965
Female,1,3100,IL,Lisa,1966
Female,1,2770,IL,Lisa,1967
Female,1,2578,IL,Lisa,1968
Female,1,2379,IL,Lisa,1969
Female,1,2729,IL,Jennifer,1970
Female,1,3305,IL,Jennifer,1971
Female,1,3701,IL,Jennifer,1972
Female,1,3503,IL,Jennifer,1973
Female,1,3573,IL,Jennifer,1974
Female,1,3206,IL,Jennifer,1975
Female,1,3227,IL,Jennifer,1976
Female,1,3195,IL,Jennifer,1977
Female,1,2815,IL,Jennifer,1978
Female,1,2907,IL,Jennifer,1979
Female,1,2959,IL,Jennifer,1980
Female,1,2843,IL,Jennifer,1981
Female,1,2760,IL,Jennifer,1982
Female,1,2547,IL,Jennifer,1983
Female,1,2464,IL,Jennifer,1984
Female,1,2049,IL,Jennifer,1985
Female,1,2134,IL,Jessica,1986
Female,1,2500,IL,Ashley,1987
Female,1,2220,IL,Jessica,1988
Female,1,2267,IL,Ashley,1989
Female,1,2081,IL,Jessica,1990
Female,1,2025,IL,Jessica,1991
Female,1,1793,IL,Jessica,1992
Female,1,1762,IL,Jessica,1993
Female,1,1603,IL,Jessica,1994
Female,1,1426,IL,Jessica,1995
Female,1,1241,IL,Jessica,1996
Female,1,1180,IL,Emily,1997
Female,1,1179,IL,Emily,1998
Female,1,1198,IL,Emily,1999
Female,1,1172,IL,Emily,2000
Female,1,1171,IL,Emily,2001
Female,1,1081,IL,Emily,2002
Female,1,1102,IL,Emily,2003
Female,1,1083,IL,Emily,2004
Female,1,1004,IL,Emily,2005
Female,1,908,IL,Emily,2006
Female,1,867,IL,Isabella,2007
Female,1,826,IL,Olivia,2008
Female,1,939,IL,Isabella,2009
Female,1,943,IL,Isabella,2010
Female,1,892,IL,Sophia,2011
Female,1,955,IL,Sophia,2012
Male,1,644,IL,John,1910
Male,1,679,IL,John,1911
Male,1,1538,IL,John,1912
Male,1,1797,IL,John,1913
Male,1,2242,IL,John,1914
Male,1,3066,IL,John,1915
Male,1,3095,IL,John,1916
Male,1,3146,IL,John,1917
Male,1,3393,IL,John,1918
Male,1,2908,IL,John,1919
Male,1,3375,IL,Robert,1920
Male,1,3756,IL,Robert,1921
Male,1,3882,IL,Robert,1922
Male,1,4163,IL,Robert,1923
Male,1,4515,IL,Robert,1924
Male,1,4645,IL,Robert,1925
Male,1,4494,IL,Robert,1926
Male,1,4532,IL,Robert,1927
Male,1,4459,IL,Robert,1928
Male,1,4392,IL,Robert,1929
Male,1,4668,IL,Robert,1930
Male,1,4236,IL,Robert,1931
Male,1,3829,IL,Robert,1932
Male,1,3501,IL,Robert,1933
Male,1,3569,IL,Robert,1934
Male,1,3592,IL,Robert,1935
Male,1,3719,IL,Robert,1936
Male,1,3950,IL,Robert,1937
Male,1,3965,IL,Robert,1938
Male,1,3676,IL,Robert,1939
Male,1,3840,IL,Robert,1940
Male,1,3986,IL,Robert,1941
Male,1,4584,IL,Robert,1942
Male,1,4544,IL,Robert,1943
Male,1,4146,IL,Robert,1944
Male,1,4121,IL,Robert,1945
Male,1,4956,IL,Robert,1946
Male,1,5350,IL,James,1947
Male,1,4966,IL,Robert,1948
Male,1,4992,IL,Robert,1949
Male,1,4992,IL,James,1950
Male,1,5043,IL,Robert,1951
Male,1,5194,IL,Michael,1952
Male,1,5467,IL,Michael,1953
Male,1,5692,IL,Michael,1954
Male,1,5901,IL,Michael,1955
Male,1,5944,IL,Michael,1956
Male,1,6220,IL,Michael,1957
Male,1,5997,IL,Michael,1958
Male,1,5717,IL,Michael,1959
Male,1,5414,IL,Michael,1960
Male,1,5409,IL,Michael,1961
Male,1,5338,IL,Michael,1962
Male,1,5183,IL,Michael,1963
Male,1,5130,IL,Michael,1964
Male,1,4977,IL,Michael,1965
Male,1,4794,IL,Michael,1966
Male,1,4775,IL,Michael,1967
Male,1,4882,IL,Michael,1968
Male,1,4761,IL,Michael,1969
Male,1,4978,IL,Michael,1970
Male,1,4370,IL,Michael,1971
Male,1,4054,IL,Michael,1972
Male,1,3849,IL,Michael,1973
Male,1,3603,IL,Michael,1974
Male,1,3855,IL,Michael,1975
Male,1,3682,IL,Michael,1976
Male,1,3802,IL,Michael,1977
Male,1,3629,IL,Michael,1978
Male,1,3719,IL,Michael,1979
Male,1,3753,IL,Michael,1980
Male,1,3523,IL,Michael,1981
Male,1,3544,IL,Michael,1982
Male,1,3583,IL,Michael,1983
Male,1,3603,IL,Michael,1984
Male,1,3370,IL,Michael,1985
Male,1,3249,IL,Michael,1986
Male,1,3374,IL,Michael,1987
Male,1,3442,IL,Michael,1988
Male,1,3580,IL,Michael,1989
Male,1,3435,IL,Michael,1990
Male,1,3158,IL,Michael,1991
Male,1,2860,IL,Michael,1992
Male,1,2695,IL,Michael,1993
Male,1,2374,IL,Michael,1994
Male,1,2219,IL,Michael,1995
Male,1,2131,IL,Michael,1996
Male,1,2011,IL,Michael,1997
Male,1,1933,IL,Michael,1998
Male,1,1765,IL,Michael,1999
Male,1,1593,IL,Jacob,2000
Male,1,1448,IL,Michael,2001
Male,1,1429,IL,Michael,2002
Male,1,1341,IL,Michael,2003
Male,1,1266,IL,Michael,2004
Male,1,1114,IL,Jacob,2005
Male,1,1022,IL,Daniel,2006
Male,1,1033,IL,Daniel,2007
Male,1,988,IL,Alexander,2008
Male,1,1042,IL,Alexander,2009
Male,1,914,IL,Alexander,2010
Male,1,899,IL,Alexander,2011
Male,1,758,IL,Jacob,2012
Female,1,619,IN,Mary,1910
Female,1,612,IN,Mary,1911
Female,1,934,IN,Mary,1912
Female,1,1105,IN,Mary,1913
Female,1,1349,IN,Mary,1914
Female,1,1977,IN,Mary,1915
Female,1,2223,IN,Mary,1916
Female,1,2231,IN,Mary,1917
Female,1,2316,IN,Mary,1918
Female,1,2209,IN,Mary,1919
Female,1,2393,IN,Mary,1920
Female,1,2633,IN,Mary,1921
Female,1,2377,IN,Mary,1922
Female,1,2396,IN,Mary,1923
Female,1,2401,IN,Mary,1924
Female,1,2219,IN,Mary,1925
Female,1,2062,IN,Mary,1926
Female,1,2184,IN,Mary,1927
Female,1,2051,IN,Mary,1928
Female,1,1794,IN,Mary,1929
Female,1,1883,IN,Mary,1930
Female,1,1582,IN,Mary,1931
Female,1,1616,IN,Mary,1932
Female,1,1497,IN,Mary,1933
Female,1,1466,IN,Mary,1934
Female,1,1413,IN,Shirley,1935
Female,1,1370,IN,Mary,1936
Female,1,1437,IN,Mary,1937
Female,1,1458,IN,Mary,1938
Female,1,1278,IN,Mary,1939
Female,1,1286,IN,Mary,1940
Female,1,1360,IN,Mary,1941
Female,1,1547,IN,Mary,1942
Female,1,1586,IN,Mary,1943
Female,1,1408,IN,Mary,1944
Female,1,1331,IN,Mary,1945
Female,1,1610,IN,Mary,1946
Female,1,3011,IN,Linda,1947
Female,1,2762,IN,Linda,1948
Female,1,2581,IN,Linda,1949
Female,1,2264,IN,Linda,1950
Female,1,2047,IN,Linda,1951
Female,1,1842,IN,Linda,1952
Female,1,1578,IN,Linda,1953
Female,1,1607,IN,Debra,1954
Female,1,1703,IN,Debra,1955
Female,1,1669,IN,Debra,1956
Female,1,1476,IN,Mary,1957
Female,1,1353,IN,Mary,1958
Female,1,1285,IN,Mary,1959
Female,1,1257,IN,Mary,1960
Female,1,1469,IN,Lisa,1961
Female,1,1479,IN,Lisa,1962
Female,1,1715,IN,Lisa,1963
Female,1,1628,IN,Lisa,1964
Female,1,1741,IN,Lisa,1965
Female,1,1617,IN,Lisa,1966
Female,1,1501,IN,Lisa,1967
Female,1,1396,IN,Lisa,1968
Female,1,1155,IN,Lisa,1969
Female,1,1359,IN,Jennifer,1970
Female,1,1783,IN,Jennifer,1971
Female,1,1993,IN,Jennifer,1972
Female,1,2016,IN,Jennifer,1973
Female,1,1904,IN,Jennifer,1974
Female,1,1702,IN,Jennifer,1975
Female,1,1625,IN,Jennifer,1976
Female,1,1639,IN,Jennifer,1977
Female,1,1511,IN,Jennifer,1978
Female,1,1571,IN,Jennifer,1979
Female,1,1516,IN,Jennifer,1980
Female,1,1418,IN,Jennifer,1981
Female,1,1423,IN,Jennifer,1982
Female,1,1223,IN,Ashley,1983
Female,1,1300,IN,Ashley,1984
Female,1,1578,IN,Ashley,1985
Female,1,1456,IN,Ashley,1986
Female,1,1558,IN,Ashley,1987
Female,1,1364,IN,Ashley,1988
Female,1,1183,IN,Ashley,1989
Female,1,1134,IN,Jessica,1990
Female,1,1092,IN,Ashley,1991
Female,1,890,IN,Ashley,1992
Female,1,836,IN,Ashley,1993
Female,1,683,IN,Ashley,1994
Female,1,640,IN,Emily,1995
Female,1,646,IN,Emily,1996
Female,1,681,IN,Emily,1997
Female,1,674,IN,Emily,1998
Female,1,705,IN,Hannah,1999
Female,1,633,IN,Hannah,2000
Female,1,640,IN,Madison,2001
Female,1,642,IN,Madison,2002
Female,1,669,IN,Emma,2003
Female,1,672,IN,Emma,2004
Female,1,576,IN,Emma,2005
Female,1,570,IN,Emma,2006
Female,1,525,IN,Emma,2007
Female,1,513,IN,Emma,2008
Female,1,492,IN,Emma,2009
